"Household ID","Walk"
"584434397","N1-4"
"589802850","N1-4"
"575558138","N1-5"
"575604794","N1-5"
"554664647","N1-5"
"554730056","N1-5"
"554839312","N1-5"
"554842082","N1-5"
"555029384","N1-5"
"555047160","N1-5"
"555203830","N1-5"
"555427128","N1-5"
"555484298","N1-5"
"555567652","N1-5"
"555642444","N1-5"
"555720570","N1-5"
"555737001","N1-5"
"555842159","N1-5"
"556002768","N1-5"
"557132385","N1-5"
"557277091","N1-5"
"557358388","N1-5"
"557450943","N1-5"
"557466888","N1-5"
"557591522","N1-5"
"557607435","N1-5"
"557850907","N1-5"
"557745641","N1-5"
"574052826","N1-5"
"573725112","N1-5"
"573747860","N1-5"
"574107355","N1-5"
"574402541","N1-5"
"574505049","N1-5"
"574719450","N1-5"
"574777949","N1-5"
"574859485","N1-5"
"557813867","N1-5"
"557841877","N1-5"
"557848175","N1-5"
"557850460","N1-5"
"594501176","N1-5"
"595039990","N1-5"
"595056497","N1-5"
"595096523","N1-5"
"595136431","N1-5"
"595137899","N1-5"
"595240371","N1-5"
"595288769","N1-5"
"595292522","N1-5"
"595406730","N1-5"
"595435079","N1-5"
"595479532","N1-5"
"595541287","N1-5"
"595590048","N1-5"
"594695803","N1-5"
"595681103","N1-5"
"595684185","N1-5"
"595724825","N1-5"
"595747573","N1-5"
"595878710","N1-5"
"595887835","N1-5"
"595892131","N1-5"
"595926292","N1-5"
"594838432","N1-5"
"594915102","N1-5"
"594915360","N1-5"
"594928119","N1-5"
"594950742","N1-5"
"574872181","N1-6"
"575026745","N1-6"
"575250181","N1-6"
"575296083","N1-6"
"575414718","N1-6"
"575442409","N1-6"
"575550714","N1-6"
"589813569","N1-6"
"590484566","N1-6"
"590523383","N1-6"
"590720142","N1-6"
"590754823","N1-6"
"590851197","N1-6"
"590892374","N1-6"
"591007206","N1-6"
"591074293","N1-6"
"591222011","N1-6"
"591330168","N1-6"
"589861409","N1-6"
"591338295","N1-6"
"591422292","N1-6"
"591555183","N1-6"
"591583834","N1-6"
"591632938","N1-6"
"591649679","N1-6"
"591855271","N1-6"
"591915183","N1-6"
"591921424","N1-6"
"589880321","N1-6"
"591932832","N1-6"
"591947031","N1-6"
"592320229","N1-6"
"592419771","N1-6"
"592534110","N1-6"
"592566746","N1-6"
"592797536","N1-6"
"592813523","N1-6"
"592836800","N1-6"
"592957261","N1-6"
"589988579","N1-6"
"593010411","N1-6"
"593037878","N1-6"
"593189476","N1-6"
"593348023","N1-6"
"593651156","N1-6"
"593652727","N1-6"
"593765361","N1-6"
"593779293","N1-6"
"593853154","N1-6"
"593863627","N1-6"
"590007587","N1-6"
"593891869","N1-6"
"594035796","N1-6"
"594062019","N1-6"
"594143997","N1-6"
"594154107","N1-6"
"594161718","N1-6"
"594180270","N1-6"
"594254986","N1-6"
"590147075","N1-6"
"594266656","N1-6"
"594292486","N1-6"
"594344789","N1-6"
"594420526","N1-6"
"594433499","N1-6"
"594439996","N1-6"
"590260411","N1-6"
"590284546","N1-6"
"590450915","N1-6"
"553859067","N1-7"
"553863527","N1-7"
"553885870","N1-7"
"553977086","N1-7"
"554061127","N1-7"
"554301581","N1-7"
"554336266","N1-7"
"554479916","N1-7"
"554517677","N1-7"
"561402845","N1-7"
"561523108","N1-7"
"561641682","N1-7"
"564058633","N1-7"
"564079935","N1-7"
"564145471","N1-7"
"564153381","N1-7"
"564211791","N1-7"
"564273414","N1-7"
"564396256","N1-7"
"564400312","N1-7"
"561654199","N1-7"
"564517943","N1-7"
"564562362","N1-7"
"564564562","N1-7"
"564567598","N1-7"
"561778986","N1-7"
"561826463","N1-7"
"561827171","N1-7"
"561901718","N1-7"
"562080951","N1-7"
"562105882","N1-7"
"562158850","N1-7"
"562273641","N1-7"
"562489140","N1-7"
"562616999","N1-7"
"562620582","N1-7"
"562672016","N1-7"
"562700314","N1-7"
"562737003","N1-7"
"561405680","N1-7"
"562755009","N1-7"
"562767996","N1-7"
"562779262","N1-7"
"562787655","N1-7"
"562828245","N1-7"
"562895704","N1-7"
"562911376","N1-7"
"561493594","N1-7"
"562925356","N1-7"
"562939849","N1-7"
"563003287","N1-7"
"563040713","N1-7"
"563077247","N1-7"
"563145105","N1-7"
"563149920","N1-7"
"563197189","N1-7"
"561518252","N1-7"
"575731067","N1-7"
"575930409","N1-7"
"575957993","N1-7"
"580776409","N1-7"
"580827113","N1-7"
"580857752","N1-7"
"580860702","N1-7"
"580496835","N1-7"
"580535114","N1-7"
"580684566","N1-7"
"560810178","N1-8"
"561399214","N1-8"
"560838416","N1-8"
"560846225","N1-8"
"560848849","N1-8"
"560886606","N1-8"
"561007695","N1-8"
"561216474","N1-8"
"561313419","N1-8"
"563897953","N1-8"
"563921305","N1-8"
"563955805","N1-8"
"563987821","N1-8"
"563237561","N1-8"
"563260730","N1-8"
"563273554","N1-8"
"563286098","N1-8"
"563294878","N1-8"
"563336675","N1-8"
"563459166","N1-8"
"563519373","N1-8"
"563530280","N1-8"
"563534403","N1-8"
"563551490","N1-8"
"563586311","N1-8"
"563609862","N1-8"
"563628114","N1-8"
"563729571","N1-8"
"563737442","N1-8"
"563769507","N1-8"
"563826328","N1-8"
"577437265","N1-8"
"577452306","N1-8"
"577093641","N1-8"
"577306609","N1-8"
"577357182","N1-8"
"585233307","N1-8"
"586193506","N1-8"
"586267147","N1-8"
"586291895","N1-8"
"586474596","N1-8"
"586508047","N1-8"
"586587870","N1-8"
"586720711","N1-8"
"586764103","N1-8"
"586841256","N1-8"
"586949000","N1-8"
"585307910","N1-8"
"587036907","N1-8"
"587072974","N1-8"
"587189512","N1-8"
"587255432","N1-8"
"587308418","N1-8"
"587315684","N1-8"
"587545822","N1-8"
"587622902","N1-8"
"587648318","N1-8"
"585618633","N1-8"
"587661388","N1-8"
"587819284","N1-8"
"587833436","N1-8"
"588023453","N1-8"
"588111646","N1-8"
"588143702","N1-8"
"588244295","N1-8"
"588286877","N1-8"
"585755706","N1-8"
"588330456","N1-8"
"588338394","N1-8"
"588525408","N1-8"
"588920069","N1-8"
"585869624","N1-8"
"585998839","N1-8"
"586010630","N1-8"
"588942909","N1-8"
