"Household ID","Walk"
"589003903","N1-8"
"586126231","N1-8"
"586130932","N1-8"
"549797339","N1-9"
"550093962","N1-9"
"550152865","N1-9"
"550310217","N1-9"
"550395706","N1-9"
"550461273","N1-9"
"550467173","N1-9"
"550744276","N1-9"
"550820634","N1-9"
"550938719","N1-9"
"551017469","N1-9"
"551042213","N1-9"
"551053841","N1-9"
"551119784","N1-9"
"551198607","N1-9"
"551246086","N1-9"
"551273439","N1-9"
"551503373","N1-9"
"551506264","N1-9"
"551553444","N1-9"
"551699842","N1-9"
"551768713","N1-9"
"551775041","N1-9"
"551889486","N1-9"
"551998444","N1-9"
"552185356","N1-9"
"552242633","N1-9"
"552316869","N1-9"
"552516717","N1-9"
"552563375","N1-9"
"552598869","N1-9"
"549480157","N1-9"
"552605565","N1-9"
"552654278","N1-9"
"552811142","N1-9"
"552887342","N1-9"
"553016041","N1-9"
"553070971","N1-9"
"553092038","N1-9"
"553207709","N1-9"
"553222350","N1-9"
"553232081","N1-9"
"553606854","N1-9"
"553739780","N1-9"
"553749041","N1-9"
"553807908","N1-9"
"549766215","N1-9"
"549778033","N1-9"
"589608965","N1-9"
"589653012","N1-9"
"589669579","N1-9"
"589512097","N1-9"
"589400597","N1-9"
"576917214","N1-9"
"577045014","N1-9"
"577057049","N1-9"
"556911008","N1-10"
"556920564","N1-10"
"556986473","N1-10"
"557013521","N1-10"
"557050310","N1-10"
"557078774","N1-10"
"557118891","N1-10"
"556653485","N1-10"
"556716478","N1-10"
"556854424","N1-10"
"557880641","N1-10"
"557915546","N1-10"
"558091760","N1-10"
"558098002","N1-10"
"558336951","N1-10"
"558454747","N1-10"
"558698954","N1-10"
"558583637","N1-10"
"558739801","N1-10"
"558829977","N1-10"
"558122463","N1-10"
"558897769","N1-10"
"559087698","N1-10"
"559674251","N1-10"
"565331822","N1-10"
"565205381","N1-10"
"565334197","N1-10"
"565394602","N1-10"
"565399066","N1-10"
"565408025","N1-10"
"565546225","N1-10"
"565813401","N1-10"
"565842601","N1-10"
"565852637","N1-10"
"566191990","N1-10"
"566232460","N1-10"
"566273579","N1-10"
"566305293","N1-10"
"566344970","N1-10"
"566487830","N1-10"
"566589139","N1-10"
"575995196","N1-10"
"576194186","N1-10"
"576287549","N1-10"
"576365452","N1-10"
"576369591","N1-10"
"576446388","N1-10"
"576467484","N1-10"
"576601356","N1-10"
"576796617","N1-10"
"576805386","N1-10"
"576834456","N1-10"
"580302514","N1-10"
"579377981","N1-10"
"579851520","N1-10"
"579912438","N1-10"
"579921123","N1-10"
"579950644","N1-10"
"580084707","N1-10"
"580126482","N1-10"
"580233590","N1-10"
"579507200","N1-10"
"579592736","N1-10"
"579676247","N1-10"
"579708231","N1-10"
"579779993","N1-10"
"579818041","N1-10"
"579821959","N1-10"
"579846154","N1-10"
"599876392","N2-1"
"599982911","N2-1"
"599986988","N2-1"
"596521907","N2-1"
"596587325","N2-1"
"596629183","N2-1"
"596675096","N2-1"
"596700097","N2-1"
"596743678","N2-1"
"596762328","N2-1"
"596832008","N2-1"
"596901019","N2-1"
"597437743","N2-1"
"597490690","N2-1"
"595981475","N2-1"
"596063086","N2-1"
"596140997","N2-1"
"596264051","N2-1"
"596456908","N2-1"
"596500631","N2-1"
"599440150","N2-1"
"599536989","N2-1"
"599377745","N2-1"
"599554898","N2-1"
"596596921","N2-1"
"599646093","N2-1"
"599724783","N2-1"
"599753184","N2-1"
"599759072","N2-1"
"599889784","N2-1"
"599903502","N2-1"
"599916189","N2-1"
"599916280","N2-1"
"597504822","N2-2"
"597548160","N2-2"
"597594533","N2-2"
"597647581","N2-2"
"598699804","N2-2"
"598706844","N2-2"
"598732726","N2-2"
"598862496","N2-2"
"598872979","N2-2"
"597692985","N2-2"
"597733124","N2-2"
"597843280","N2-2"
"598914965","N2-2"
"598984877","N2-2"
"599038900","N2-2"
"597925160","N2-2"
"597947817","N2-2"
"598042084","N2-2"
"599334094","N2-2"
"598049111","N2-2"
"599164421","N2-2"
"598056467","N2-2"
"599184956","N2-2"
"599296455","N2-2"
"598073707","N2-2"
"598169480","N2-2"
"599218489","N2-2"
"599205364","N2-2"
"598238063","N2-2"
"598329139","N2-2"
"599224722","N2-2"
"598367494","N2-2"
"598665450","N2-2"
"598691017","N2-2"
